Name,Address,Website,Open Hours,Latitude,Longitude
Oasis Taco Truck,"en el parqueadero de Vision Hair salon, 7085 N Michigan Rd, Indianapolis, IN 46268, USA",https://oasis-taco-truck.business.site/?utm_source=gmb&utm_medium=referral,"Monday: 7:00 – 11:00 PM
Tuesday: Closed
Wednesday: 8:30 – 11:00 PM
Thursday: 8:00 – 11:30 PM
Friday: Closed
Saturday: 8:00 PM – 12:00 AM
Sunday: Closed",39.88272279999999,-86.2083019
Fast-Taco's,"6154 Michigan Rd, Indianapolis, IN 46228, USA",,"Monday: 7:00 PM – 1:00 AM
Tuesday: 7:00 PM – 1:00 AM
Wednesday: 7:00 PM – 1:00 AM
Thursday: 7:00 PM – 1:00 AM
Friday: 7:00 PM – 1:00 AM
Saturday: 7:00 PM – 3:00 AM
Sunday: 7:00 PM – 12:00 AM",39.8675098,-86.2019607
ClusterTruck - Castleton,"4737 E 82nd St, Indianapolis, IN 46250, USA",http://clustertruck.com/,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 3:00 – 9:00 PM
Sunday: Closed",39.9047946,-86.0896317
The Latin Flavor,"9930 E 38th St, Indianapolis, IN 46235, USA",https://www.facebook.com/thelatinflavorfoodtruck/,"Monday: 12:00 – 10:00 PM
Tuesday: 12:00 – 10:00 PM
Wednesday: 12:00 – 10:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 11:00 PM
Saturday: 12:00 – 11:00 PM
Sunday: Closed",39.8269282,-85.99233579999999
El Venezolano Food Truck,"9642 Allisonville Rd Suite B, Indianapolis, IN 46250, USA",,,39.9278825,-86.0658242
Indy's Kitchen,"2442 Central Ave, Indianapolis, IN 46205, USA",http://www.indyskitchen.com/,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",39.80266309999999,-86.14990739999999
Indy Food Shop,"9940 E 38th St, Indianapolis, IN 46235, USA",,,39.82686750000001,-85.9922629
ClusterTruck - Broad Ripple,"2101 E 62nd St, Indianapolis, IN 46220, USA",http://clustertruck.com/,"Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 11:00 PM
Saturday: 10:00 AM – 11:00 PM
Sunday: 10:00 AM – 9:00 PM",39.8683662,-86.12570190000001
Mr & Mrs Hot Dog Stand,"403 Main St, Beech Grove, IN 46107, USA",http://mrandmrshotdogstand.com/,,39.721511,-86.08637619999999
J's Lobster & Fish Market,"906 Carrollton Ave #370, Indianapolis, IN 46202, USA",http://jslobster.com/,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 9:00 PM",39.7804325,-86.1438927
Indy Porkopolis BBQ,"4225 S East St, Indianapolis, IN 46227, USA",http://www.indybbqcatering.com/,"Monday: 11:00 AM – 7:00 PM
Tuesday: 11:00 AM – 7:00 PM
Wednesday: 11:00 AM – 7:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: Closed",39.70405699999999,-86.148415
